id_fuente,fila_extraida,id_operador,periodo,id_producto,canal,volumen_original_m3,unidad_original,cantidad_venta,unidad_venta,precio_promedio_con_impuestos_ars,precio_surtidor_ars,origen
F194620,194620,O012,2025-09-01,P006,Al público,120.11,m3,120110.00,L,1702.02,1734.00,real_con_conversion
F194621,194621,O012,2025-09-01,P002,Al público,648.97,m3,648970.00,L,1496.92,1520.00,real_con_conversion
F194623,194623,O012,2025-09-01,P001,Al público,150744.00,m3,150744.00,m3,672.02,672.00,real_con_conversion
F194625,194625,O012,2025-09-01,P007,Al público,278.79,m3,278790.00,L,1491.18,1524.00,real_con_conversion
F194626,194626,O012,2025-09-01,P003,Al público,292.37,m3,292370.00,L,1659.27,1697.00,real_con_conversion
F194696,194696,O005,2025-09-01,P002,Al público,77.04,m3,77040.00,L,1518.00,1518.00,real_con_conversion
F194697,194697,O005,2025-09-01,P006,Al público,47.12,m3,47120.00,L,1708.00,1708.00,real_con_conversion
F194698,194698,O005,2025-09-01,P003,Al público,70.14,m3,70140.00,L,1729.00,1729.00,real_con_conversion
F194699,194699,O005,2025-09-01,P007,Al público,194.84,m3,194840.00,L,1481.00,1481.00,real_con_conversion
F196360,196360,O015,2025-10-01,P007,Al público,198.73,m3,198730.00,L,1525.00,1528.00,real_con_conversion
F196361,196361,O015,2025-10-01,P006,Al público,70.05,m3,70050.00,L,1774.00,1774.00,real_con_conversion
F196362,196362,O015,2025-10-01,P003,Al público,38.81,m3,38810.00,L,1702.00,1702.00,real_con_conversion
F196363,196363,O015,2025-10-01,P002,Al público,56.99,m3,56990.00,L,1489.00,1489.00,real_con_conversion
F196364,196364,O015,2025-10-01,P001,Al público,89001.00,m3,89001.00,m3,549.00,549.00,real_con_conversion
F198964,198964,O018,2025-10-01,P007,Al público,24.53,m3,24530.00,L,1583.00,1583.00,real_con_conversion
F198965,198965,O018,2025-10-01,P002,Al público,36.41,m3,36410.00,L,1659.00,1679.00,real_con_conversion
F198966,198966,O018,2025-10-01,P006,Al público,5.88,m3,5880.00,L,1894.00,1919.00,real_con_conversion
F198967,198967,O018,2025-10-01,P003,Al público,15.65,m3,15650.00,L,1932.00,1969.00,real_con_conversion
F199212,199212,O002,2025-10-01,P002,Al público,13.51,m3,13510.00,L,1640.46,1649.00,real_con_conversion
F199213,199213,O002,2025-10-01,P007,Al público,173.69,m3,173690.00,L,1564.85,1569.00,real_con_conversion
F199214,199214,O002,2025-10-01,P006,Al público,96.45,m3,96450.00,L,1857.72,1869.00,real_con_conversion
F199215,199215,O002,2025-10-01,P003,Al público,63.25,m3,63250.00,L,1875.78,1889.00,real_con_conversion
F200819,200819,O013,2025-10-01,P006,Al público,35.38,m3,35380.00,L,1860.84,1868.00,real_con_conversion
F200820,200820,O013,2025-10-01,P003,Al público,14.86,m3,14860.00,L,1880.32,1887.00,real_con_conversion
F200821,200821,O013,2025-10-01,P007,Al público,107.87,m3,107870.00,L,1577.58,1583.00,real_con_conversion
F200822,200822,O013,2025-10-01,P002,Al público,8.49,m3,8490.00,L,1629.48,1635.00,real_con_conversion
F201333,201333,O010,2025-10-01,P001,Al público,115961.00,m3,115961.00,m3,589.00,589.00,real_con_conversion
F201334,201334,O010,2025-10-01,P003,Al público,35.38,m3,35380.00,L,1604.00,1627.00,real_con_conversion
F201335,201335,O010,2025-10-01,P006,Al público,67.46,m3,67460.00,L,1676.00,1707.00,real_con_conversion
F201336,201336,O010,2025-10-01,P007,Al público,251.32,m3,251320.00,L,1430.00,1462.00,real_con_conversion
F201337,201337,O010,2025-10-01,P002,Al público,50.41,m3,50410.00,L,1396.00,1421.00,real_con_conversion
F202006,202006,O006,2025-10-01,P006,Al público,73.31,m3,73310.00,L,1765.63,1766.00,real_con_conversion
F202007,202007,O006,2025-10-01,P002,Al público,127.92,m3,127920.00,L,1532.55,1553.00,real_con_conversion
F202008,202008,O006,2025-10-01,P001,Al público,136950.00,m3,136950.00,m3,879.00,879.00,real_con_conversion
F202009,202009,O006,2025-10-01,P007,Al público,352.38,m3,352380.00,L,1504.56,1523.00,real_con_conversion
F202010,202010,O006,2025-10-01,P003,Al público,143.06,m3,143060.00,L,1696.13,1713.00,real_con_conversion
F202011,202011,O006,2025-10-01,P004,Al público,1.60,m3,1600.00,L,1473.00,1473.00,real_con_conversion
F202274,202274,O008,2025-10-01,P003,Al público,19.84,m3,19840.00,L,1748.90,1760.00,real_con_conversion
F202275,202275,O008,2025-10-01,P002,Al público,45.79,m3,45790.00,L,1551.48,1565.00,real_con_conversion
F202276,202276,O008,2025-10-01,P007,Al público,57.75,m3,57750.00,L,1521.92,1547.00,real_con_conversion
F202277,202277,O008,2025-10-01,P006,Al público,6.12,m3,6120.00,L,1724.00,1740.00,real_con_conversion
F204031,204031,O001,2025-10-01,P007,Al público,344.94,m3,344940.00,L,1517.35,1544.00,real_con_conversion
F204032,204032,O001,2025-10-01,P006,Al público,189.70,m3,189700.00,L,1747.19,1768.00,real_con_conversion
F204033,204033,O001,2025-10-01,P001,Al público,96310.40,m3,96310.40,m3,669.00,669.00,real_con_conversion
F204034,204034,O001,2025-10-01,P003,Al público,157.86,m3,157860.00,L,1698.43,1711.00,real_con_conversion
F204035,204035,O001,2025-10-01,P002,Al público,49.01,m3,49010.00,L,1516.56,1546.00,real_con_conversion
F204036,204036,O001,2025-10-01,P004,Al público,3.88,m3,3880.00,L,1600.00,1600.00,real_con_conversion
F208163,208163,O014,2025-10-01,P007,Al público,202.56,m3,202560.00,L,1473.80,1491.00,real_con_conversion
F208164,208164,O014,2025-10-01,P006,Al público,47.90,m3,47900.00,L,1728.73,1748.00,real_con_conversion
F208165,208165,O014,2025-10-01,P001,Al público,86820.00,m3,86820.00,m3,569.00,569.00,real_con_conversion
F208166,208166,O014,2025-10-01,P004,Al público,1.21,m3,1210.00,L,1439.35,1446.00,real_con_conversion
F208167,208167,O014,2025-10-01,P002,Al público,52.83,m3,52830.00,L,1444.67,1461.00,real_con_conversion
F208168,208168,O014,2025-10-01,P003,Al público,34.73,m3,34730.00,L,1663.75,1668.00,real_con_conversion
F209245,209245,O017,2025-10-01,P002,Al público,208.91,m3,208910.00,L,1594.81,1597.00,real_con_conversion
F209247,209247,O017,2025-10-01,P006,Al público,51.24,m3,51240.00,L,1796.26,1816.00,real_con_conversion
F209249,209249,O017,2025-10-01,P003,Al público,135.42,m3,135420.00,L,1707.68,1726.00,real_con_conversion
F209250,209250,O017,2025-10-01,P001,Al público,59503.00,m3,59503.00,m3,799.00,799.00,real_con_conversion
F209252,209252,O017,2025-10-01,P007,Al público,158.11,m3,158110.00,L,1564.06,1576.00,real_con_conversion
F209253,209253,O017,2025-10-01,P004,Al público,2.83,m3,2830.00,L,1577.38,1597.00,real_con_conversion
F212095,212095,O003,2025-10-01,P007,Al público,98.19,m3,98190.00,L,1525.00,1525.00,real_con_conversion
F212096,212096,O003,2025-10-01,P006,Al público,5.16,m3,5160.00,L,1782.00,1782.00,real_con_conversion
F212097,212097,O003,2025-10-01,P002,Al público,146.97,m3,146970.00,L,1558.00,1558.00,real_con_conversion
F212098,212098,O003,2025-10-01,P003,Al público,29.15,m3,29150.00,L,1777.00,1777.00,real_con_conversion
F213135,213135,O016,2025-10-01,P003,Al público,23.89,m3,23890.00,L,1768.70,1793.00,real_con_conversion
F213136,213136,O016,2025-10-01,P001,Al público,46914.80,m3,46914.80,m3,780.00,780.00,real_con_conversion
F213137,213137,O016,2025-10-01,P002,Al público,98.60,m3,98600.00,L,1595.17,1620.00,real_con_conversion
F213138,213138,O016,2025-10-01,P006,Al público,12.99,m3,12990.00,L,1831.06,1846.00,real_con_conversion
F213139,213139,O016,2025-10-01,P007,Al público,70.90,m3,70900.00,L,1553.36,1564.00,real_con_conversion
F213365,213365,O004,2025-10-01,P002,Al público,36.97,m3,36970.00,L,1705.40,1731.00,real_con_conversion
F213369,213369,O004,2025-10-01,P007,Al público,113.33,m3,113330.00,L,1582.50,1599.00,real_con_conversion
F213371,213371,O004,2025-10-01,P006,Al público,16.45,m3,16450.00,L,1876.74,1899.00,real_con_conversion
F213372,213372,O004,2025-10-01,P003,Al público,22.98,m3,22980.00,L,1930.97,1959.00,real_con_conversion
F214377,214377,O009,2025-10-01,P006,Al público,6.00,m3,6000.00,L,1882.00,1882.00,real_con_conversion
F214378,214378,O009,2025-10-01,P002,Al público,24.00,m3,24000.00,L,1648.00,1648.00,real_con_conversion
F214379,214379,O009,2025-10-01,P007,Al público,107.90,m3,107900.00,L,1571.00,1571.00,real_con_conversion
F214380,214380,O009,2025-10-01,P003,Al público,6.00,m3,6000.00,L,1888.00,1888.00,real_con_conversion
F214483,214483,O007,2025-10-01,P003,Al público,86.65,m3,86650.00,L,1780.00,1780.00,real_con_conversion
F214484,214484,O007,2025-10-01,P006,Al público,29.16,m3,29160.00,L,1742.00,1742.00,real_con_conversion
F214485,214485,O007,2025-10-01,P007,Al público,253.11,m3,253110.00,L,1524.00,1524.00,real_con_conversion
F214486,214486,O007,2025-10-01,P002,Al público,165.45,m3,165450.00,L,1550.00,1550.00,real_con_conversion
F215081,215081,O011,2025-10-01,P001,Al público,99904.50,m3,99904.50,m3,699.00,699.00,real_con_conversion
F215084,215084,O011,2025-10-01,P006,Al público,145.86,m3,145860.00,L,1706.95,1770.00,real_con_conversion
F215086,215086,O011,2025-10-01,P007,Al público,259.40,m3,259400.00,L,1467.35,1539.00,real_con_conversion
F215087,215087,O011,2025-10-01,P002,Al público,295.88,m3,295880.00,L,1465.14,1573.00,real_con_conversion
F215090,215090,O011,2025-10-01,P003,Al público,302.13,m3,302130.00,L,1662.34,1705.00,real_con_conversion
F216344,216344,O012,2025-10-01,P006,Al público,125.11,m3,125110.00,L,1769.40,1790.00,real_con_conversion
F216345,216345,O012,2025-10-01,P003,Al público,296.06,m3,296060.00,L,1712.56,1711.00,real_con_conversion
F216346,216346,O012,2025-10-01,P007,Al público,292.51,m3,292510.00,L,1550.19,1577.00,real_con_conversion
F216349,216349,O012,2025-10-01,P002,Al público,708.93,m3,708930.00,L,1533.02,1567.00,real_con_conversion
F216351,216351,O012,2025-10-01,P001,Al público,146809.00,m3,146809.00,m3,672.00,672.00,real_con_conversion
F216421,216421,O005,2025-10-01,P006,Al público,50.63,m3,50630.00,L,1758.00,1758.00,real_con_conversion
F216422,216422,O005,2025-10-01,P003,Al público,71.98,m3,71980.00,L,1772.00,1772.00,real_con_conversion
F216423,216423,O005,2025-10-01,P002,Al público,80.21,m3,80210.00,L,1571.00,1571.00,real_con_conversion
F216424,216424,O005,2025-10-01,P007,Al público,208.93,m3,208930.00,L,1530.00,1530.00,real_con_conversion
F218090,218090,O015,2025-11-01,P002,Al público,50.10,m3,50100.00,L,1675.00,1675.00,real_con_conversion
F218091,218091,O015,2025-11-01,P003,Al público,38.65,m3,38650.00,L,1842.00,1842.00,real_con_conversion
F218092,218092,O015,2025-11-01,P007,Al público,176.85,m3,176850.00,L,1676.00,1676.00,real_con_conversion
F218093,218093,O015,2025-11-01,P006,Al público,79.39,m3,79390.00,L,1929.00,1929.00,real_con_conversion
F218094,218094,O015,2025-11-01,P001,Al público,82619.00,m3,82619.00,m3,549.00,549.00,real_con_conversion
F220706,220706,O018,2025-11-01,P006,Al público,5.59,m3,5590.00,L,1946.00,2039.00,real_con_conversion
F220707,220707,O018,2025-11-01,P007,Al público,20.20,m3,20200.00,L,1665.00,1729.00,real_con_conversion
F220708,220708,O018,2025-11-01,P002,Al público,35.46,m3,35460.00,L,1742.00,1825.00,real_con_conversion
F220709,220709,O018,2025-11-01,P003,Al público,18.95,m3,18950.00,L,2014.00,2080.00,real_con_conversion
F220942,220942,O002,2025-11-01,P006,Al público,84.97,m3,84970.00,L,1960.43,1999.00,real_con_conversion
F220943,220943,O002,2025-11-01,P007,Al público,164.16,m3,164160.00,L,1659.08,1697.00,real_con_conversion
F220944,220944,O002,2025-11-01,P003,Al público,62.63,m3,62630.00,L,1963.34,1999.00,real_con_conversion
F220945,220945,O002,2025-11-01,P002,Al público,11.99,m3,11990.00,L,1701.79,1730.00,real_con_conversion
F222534,222534,O013,2025-11-01,P007,Al público,114.29,m3,114290.00,L,1664.03,1743.00,real_con_conversion
F222535,222535,O013,2025-11-01,P006,Al público,33.12,m3,33120.00,L,1924.80,1991.00,real_con_conversion
F222536,222536,O013,2025-11-01,P002,Al público,8.19,m3,8190.00,L,1707.33,1772.00,real_con_conversion
F222537,222537,O013,2025-11-01,P003,Al público,14.77,m3,14770.00,L,1952.23,1999.00,real_con_conversion
F223049,223049,O010,2025-11-01,P001,Al público,120194.00,m3,120194.00,m3,599.00,599.00,real_con_conversion
F223050,223050,O010,2025-11-01,P006,Al público,66.89,m3,66890.00,L,1703.00,1826.00,real_con_conversion
F223051,223051,O010,2025-11-01,P003,Al público,37.10,m3,37100.00,L,1637.00,1733.00,real_con_conversion
F223052,223052,O010,2025-11-01,P002,Al público,50.62,m3,50620.00,L,1505.00,1505.00,real_con_conversion
F223053,223053,O010,2025-11-01,P007,Al público,219.05,m3,219050.00,L,1613.00,1613.00,real_con_conversion
F223718,223718,O006,2025-11-01,P002,Al público,141.04,m3,141040.00,L,1626.94,1697.00,real_con_conversion
F223719,223719,O006,2025-11-01,P007,Al público,327.02,m3,327020.00,L,1582.38,1633.00,real_con_conversion
F223720,223720,O006,2025-11-01,P003,Al público,129.06,m3,129060.00,L,1774.84,1860.00,real_con_conversion
F223721,223721,O006,2025-11-01,P004,Al público,1.71,m3,1710.00,L,1473.00,1473.00,real_con_conversion
F223722,223722,O006,2025-11-01,P006,Al público,76.07,m3,76070.00,L,1823.18,1874.00,real_con_conversion
F223723,223723,O006,2025-11-01,P001,Al público,126960.00,m3,126960.00,m3,879.00,879.00,real_con_conversion
F223989,223989,O008,2025-11-01,P007,Al público,56.31,m3,56310.00,L,1608.84,1665.00,real_con_conversion
F223990,223990,O008,2025-11-01,P002,Al público,48.49,m3,48490.00,L,1636.55,1679.00,real_con_conversion
F223991,223991,O008,2025-11-01,P006,Al público,5.74,m3,5740.00,L,1824.11,1887.00,real_con_conversion
F223992,223992,O008,2025-11-01,P003,Al público,20.89,m3,20890.00,L,1835.63,1894.00,real_con_conversion
F225767,225767,O001,2025-11-01,P003,Al público,162.13,m3,162130.00,L,1777.62,1846.00,real_con_conversion
F225768,225768,O001,2025-11-01,P002,Al público,19.84,m3,19840.00,L,1585.06,1676.00,real_con_conversion
F225769,225769,O001,2025-11-01,P006,Al público,183.07,m3,183070.00,L,1831.14,1911.00,real_con_conversion
F225770,225770,O001,2025-11-01,P007,Al público,325.00,m3,325000.00,L,1613.67,1685.00,real_con_conversion
F225771,225771,O001,2025-11-01,P001,Al público,91813.90,m3,91813.90,m3,674.29,696.00,real_con_conversion
F225772,225772,O001,2025-11-01,P004,Al público,3.79,m3,3790.00,L,1617.89,1800.00,real_con_conversion
F229896,229896,O014,2025-11-01,P007,Al público,181.27,m3,181270.00,L,1606.01,1640.00,real_con_conversion
F229897,229897,O014,2025-11-01,P002,Al público,52.11,m3,52110.00,L,1578.02,1643.00,real_con_conversion
F229898,229898,O014,2025-11-01,P003,Al público,34.31,m3,34310.00,L,1770.78,1804.00,real_con_conversion
F229899,229899,O014,2025-11-01,P001,Al público,83027.00,m3,83027.00,m3,569.00,569.00,real_con_conversion
F229900,229900,O014,2025-11-01,P006,Al público,46.60,m3,46600.00,L,1855.11,1892.00,real_con_conversion
F229901,229901,O014,2025-11-01,P004,Al público,1.29,m3,1290.00,L,1564.91,1628.00,real_con_conversion
F230977,230977,O017,2025-11-01,P003,Al público,116.06,m3,116060.00,L,1678.61,1861.00,real_con_conversion
F230978,230978,O017,2025-11-01,P004,Al público,2.56,m3,2560.00,L,1634.90,1687.00,real_con_conversion
F230981,230981,O017,2025-11-01,P006,Al público,48.52,m3,48520.00,L,1863.84,1924.00,real_con_conversion
F230984,230984,O017,2025-11-01,P002,Al público,221.74,m3,221740.00,L,1680.02,1717.00,real_con_conversion
F230985,230985,O017,2025-11-01,P007,Al público,143.40,m3,143400.00,L,1646.60,1739.00,real_con_conversion
F230986,230986,O017,2025-11-01,P001,Al público,52950.00,m3,52950.00,m3,799.00,799.00,real_con_conversion
F233803,233803,O003,2025-11-01,P003,Al público,24.72,m3,24720.00,L,1945.98,1945.98,real_con_conversion
F233804,233804,O003,2025-11-01,P007,Al público,98.15,m3,98150.00,L,1675.00,1675.00,real_con_conversion
F233805,233805,O003,2025-11-01,P006,Al público,4.28,m3,4280.00,L,1875.04,1875.04,real_con_conversion
F233806,233806,O003,2025-11-01,P002,Al público,141.56,m3,141560.00,L,1669.00,1669.00,real_con_conversion
F234848,234848,O016,2025-11-01,P005,Al público,69.18,m3,69180.00,L,1644.62,1680.00,real_con_conversion
F234849,234849,O016,2025-11-01,P001,Al público,46144.00,m3,46144.00,m3,783.52,790.00,real_con_conversion
F234850,234850,O016,2025-11-01,P006,Al público,12.40,m3,12400.00,L,1921.37,1960.00,real_con_conversion
F234851,234851,O016,2025-11-01,P003,Al público,21.35,m3,21350.00,L,1862.32,1910.00,real_con_conversion
F234852,234852,O016,2025-11-01,P002,Al público,88.31,m3,88310.00,L,1677.23,1710.00,real_con_conversion
F235087,235087,O004,2025-11-01,P006,Al público,15.36,m3,15360.00,L,1939.02,1999.00,real_con_conversion
F235092,235092,O004,2025-11-01,P002,Al público,28.01,m3,28010.00,L,1798.31,1889.00,real_con_conversion
F235095,235095,O004,2025-11-01,P003,Al público,21.39,m3,21390.00,L,1990.47,2039.00,real_con_conversion
F235100,235100,O004,2025-11-01,P007,Al público,109.92,m3,109920.00,L,1648.07,1689.00,real_con_conversion
F236100,236100,O009,2025-11-01,P007,Al público,107.90,m3,107900.00,L,1714.00,1714.00,real_con_conversion
F236101,236101,O009,2025-11-01,P002,Al público,30.00,m3,30000.00,L,1768.00,1768.00,real_con_conversion
F236103,236103,O009,2025-11-01,P006,Al público,4.20,m3,4200.00,L,1995.00,1995.00,real_con_conversion
F236105,236105,O009,2025-11-01,P003,Al público,6.00,m3,6000.00,L,1999.00,1999.00,real_con_conversion
F236202,236202,O007,2025-11-01,P006,Al público,29.73,m3,29730.00,L,1893.00,1893.00,real_con_conversion
F236203,236203,O007,2025-11-01,P003,Al público,81.05,m3,81050.00,L,1903.00,1903.00,real_con_conversion
F236204,236204,O007,2025-11-01,P007,Al público,242.91,m3,242910.00,L,1708.00,1708.00,real_con_conversion
F236205,236205,O007,2025-11-01,P002,Al público,143.86,m3,143860.00,L,1735.00,1735.00,real_con_conversion
F236805,236805,O011,2025-11-01,P003,Al público,256.81,m3,256810.00,L,1662.34,1705.00,real_con_conversion
F236807,236807,O011,2025-11-01,P006,Al público,123.97,m3,123970.00,L,1770.00,1770.00,real_con_conversion
F236808,236808,O011,2025-11-01,P002,Al público,251.50,m3,251500.00,L,1465.14,1573.00,real_con_conversion
F236812,236812,O011,2025-11-01,P007,Al público,220.49,m3,220490.00,L,1467.35,1539.00,real_con_conversion
F236813,236813,O011,2025-11-01,P001,Al público,84918.80,m3,84918.80,m3,699.00,699.00,real_con_conversion
F238070,238070,O012,2025-11-01,P002,Al público,681.63,m3,681630.00,L,1648.87,1761.00,real_con_conversion
F238071,238071,O012,2025-11-01,P007,Al público,290.75,m3,290750.00,L,1639.28,1708.00,real_con_conversion
F238072,238072,O012,2025-11-01,P003,Al público,277.41,m3,277410.00,L,1789.31,1855.00,real_con_conversion
F238073,238073,O012,2025-11-01,P001,Al público,150234.00,m3,150234.00,m3,672.94,680.00,real_con_conversion
F238075,238075,O012,2025-11-01,P006,Al público,122.36,m3,122360.00,L,1848.94,1934.00,real_con_conversion
F238146,238146,O005,2025-11-01,P007,Al público,192.19,m3,192190.00,L,1668.00,1668.00,real_con_conversion
F238147,238147,O005,2025-11-01,P006,Al público,47.36,m3,47360.00,L,1881.00,1881.00,real_con_conversion
F238148,238148,O005,2025-11-01,P003,Al público,65.93,m3,65930.00,L,1886.00,1886.00,real_con_conversion
F238149,238149,O005,2025-11-01,P002,Al público,76.33,m3,76330.00,L,1687.00,1687.00,real_con_conversion
F239801,239801,O015,2025-12-01,P002,Al público,45.14,m3,45140.00,L,1689.74,1689.74,real_con_conversion
F239802,239802,O015,2025-12-01,P003,Al público,37.93,m3,37930.00,L,1891.52,1891.52,real_con_conversion
F239803,239803,O015,2025-12-01,P001,Al público,85487.00,m3,85487.00,m3,599.00,599.00,real_con_conversion
F239804,239804,O015,2025-12-01,P006,Al público,82.81,m3,82810.00,L,1903.00,1903.00,real_con_conversion
F239805,239805,O015,2025-12-01,P007,Al público,181.34,m3,181340.00,L,1690.00,1690.00,real_con_conversion
F242413,242413,O018,2025-12-01,P003,Al público,14.96,m3,14960.00,L,2167.00,2180.00,real_con_conversion
F242414,242414,O018,2025-12-01,P002,Al público,27.46,m3,27460.00,L,1905.00,1935.00,real_con_conversion
F242415,242415,O018,2025-12-01,P006,Al público,5.94,m3,5940.00,L,2087.00,2098.00,real_con_conversion
F242416,242416,O018,2025-12-01,P007,Al público,15.76,m3,15760.00,L,1790.00,1799.00,real_con_conversion
F242649,242649,O002,2025-12-01,P002,Al público,10.72,m3,10720.00,L,1784.13,1807.00,real_con_conversion
F242650,242650,O002,2025-12-01,P006,Al público,88.43,m3,88430.00,L,2046.12,2064.00,real_con_conversion
F242651,242651,O002,2025-12-01,P003,Al público,58.95,m3,58950.00,L,2035.11,2044.00,real_con_conversion
F242652,242652,O002,2025-12-01,P007,Al público,154.93,m3,154930.00,L,1766.53,1786.00,real_con_conversion
F244241,244241,O013,2025-12-01,P007,Al público,106.66,m3,106660.00,L,1816.03,1827.00,real_con_conversion
F244242,244242,O013,2025-12-01,P002,Al público,7.21,m3,7210.00,L,1847.19,1862.00,real_con_conversion
F244243,244243,O013,2025-12-01,P003,Al público,15.87,m3,15870.00,L,2059.55,2067.00,real_con_conversion
F244244,244244,O013,2025-12-01,P006,Al público,35.16,m3,35160.00,L,2050.68,2056.00,real_con_conversion
F244750,244750,O010,2025-12-01,P002,Al público,35.25,m3,35250.00,L,1612.00,1612.00,real_con_conversion
F244751,244751,O010,2025-12-01,P006,Al público,79.32,m3,79320.00,L,1823.00,1823.00,real_con_conversion
F244752,244752,O010,2025-12-01,P007,Al público,222.54,m3,222540.00,L,1637.00,1637.00,real_con_conversion
F244753,244753,O010,2025-12-01,P001,Al público,128.84,m3,128.84,m3,599.00,599.00,real_con_conversion
F244754,244754,O010,2025-12-01,P003,Al público,35.25,m3,35250.00,L,1837.00,1837.00,real_con_conversion
F245427,245427,O006,2025-12-01,P003,Al público,159.39,m3,159390.00,L,1877.02,1887.00,real_con_conversion
F245428,245428,O006,2025-12-01,P002,Al público,125.92,m3,125920.00,L,1717.44,1719.00,real_con_conversion
F245429,245429,O006,2025-12-01,P004,Al público,1.22,m3,1220.00,L,1473.00,1473.00,real_con_conversion
F245430,245430,O006,2025-12-01,P006,Al público,84.54,m3,84540.00,L,1863.91,1846.00,real_con_conversion
F245431,245431,O006,2025-12-01,P001,Al público,128590.00,m3,128590.00,m3,879.00,879.00,real_con_conversion
F245432,245432,O006,2025-12-01,P007,Al público,372.70,m3,372700.00,L,1657.12,1641.00,real_con_conversion
F245707,245707,O008,2025-12-01,P006,Al público,5.52,m3,5520.00,L,1913.80,1920.00,real_con_conversion
F245708,245708,O008,2025-12-01,P007,Al público,51.51,m3,51510.00,L,1783.47,1750.00,real_con_conversion
F245709,245709,O008,2025-12-01,P002,Al público,42.05,m3,42050.00,L,1759.66,1780.00,real_con_conversion
F245710,245710,O008,2025-12-01,P003,Al público,21.44,m3,21440.00,L,1922.31,1930.00,real_con_conversion
F247486,247486,O001,2025-12-01,P003,Al público,151.09,m3,151090.00,L,1866.84,1876.00,real_con_conversion
F247487,247487,O001,2025-12-01,P002,Al público,56.56,m3,56560.00,L,1708.09,1713.00,real_con_conversion
F247488,247488,O001,2025-12-01,P001,Al público,94697.60,m3,94697.60,m3,714.40,727.00,real_con_conversion
F247489,247489,O001,2025-12-01,P006,Al público,206.40,m3,206400.00,L,1889.61,1880.00,real_con_conversion
F247490,247490,O001,2025-12-01,P007,Al público,361.62,m3,361620.00,L,1684.84,1670.00,real_con_conversion
F247491,247491,O001,2025-12-01,P004,Al público,3.10,m3,3100.00,L,1800.00,1800.00,real_con_conversion
F251645,251645,O014,2025-12-01,P002,Al público,53.69,m3,53690.00,L,1173.42,1692.00,real_con_conversion
F251646,251646,O014,2025-12-01,P001,Al público,85174.00,m3,85174.00,m3,477.96,619.00,real_con_conversion
F251647,251647,O014,2025-12-01,P003,Al público,37.89,m3,37890.00,L,1328.00,1854.00,real_con_conversion
F251648,251648,O014,2025-12-01,P006,Al público,54.46,m3,54460.00,L,1316.47,1886.00,real_con_conversion
F251649,251649,O014,2025-12-01,P004,Al público,86,m3,86000,L,1070.00,1700.00,real_con_conversion
F251650,251650,O014,2025-12-01,P007,Al público,208.14,m3,208140.00,L,1116.61,1646.00,real_con_conversion
F252724,252724,O017,2025-12-01,P003,Al público,130.72,m3,130720.00,L,1832.00,1901.00,real_con_conversion
F252725,252725,O017,2025-12-01,P001,Al público,56325.00,m3,56325.00,m3,799.00,799.00,real_con_conversion
F252727,252727,O017,2025-12-01,P004,Al público,2.71,m3,2710.00,L,1661.95,1756.00,real_con_conversion
F252728,252728,O017,2025-12-01,P007,Al público,166.35,m3,166350.00,L,1659.53,1718.00,real_con_conversion
F252732,252732,O017,2025-12-01,P002,Al público,246.77,m3,246770.00,L,1777.68,1760.00,real_con_conversion
F252733,252733,O017,2025-12-01,P006,Al público,58.25,m3,58250.00,L,1880.54,1886.00,real_con_conversion
F255497,255497,O003,2025-12-01,P003,Al público,25.52,m3,25520.00,L,1950.00,1950.00,real_con_conversion
F255498,255498,O003,2025-12-01,P007,Al público,111.03,m3,111030.00,L,1697.00,1697.00,real_con_conversion
F255499,255499,O003,2025-12-01,P002,Al público,124.07,m3,124070.00,L,1743.00,1743.00,real_con_conversion
F255500,255500,O003,2025-12-01,P006,Al público,5.27,m3,5270.00,L,1956.00,1956.00,real_con_conversion
F256551,256551,O016,2025-12-01,P001,Al público,44849.80,m3,44849.80,m3,816.00,830.00,real_con_conversion
F256552,256552,O016,2025-12-01,P003,Al público,23.25,m3,23250.00,L,1953.19,1945.00,real_con_conversion
F256553,256553,O016,2025-12-01,P007,Al público,82.28,m3,82280.00,L,1725.54,1728.00,real_con_conversion
F256554,256554,O016,2025-12-01,P006,Al público,14.85,m3,14850.00,L,1976.48,1960.00,real_con_conversion
F256555,256555,O016,2025-12-01,P002,Al público,84.32,m3,84320.00,L,1761.31,1759.00,real_con_conversion
F256780,256780,O004,2025-12-01,P006,Al público,11.91,m3,11910.00,L,2053.74,2049.00,real_con_conversion
F256783,256783,O004,2025-12-01,P007,Al público,130.52,m3,130520.00,L,1741.33,1751.00,real_con_conversion
F256786,256786,O004,2025-12-01,P003,Al público,17.17,m3,17170.00,L,2086.53,2089.00,real_con_conversion
F256787,256787,O004,2025-12-01,P002,Al público,28.65,m3,28650.00,L,1888.99,1889.00,real_con_conversion
F257803,257803,O009,2025-12-01,P005,Al público,139.70,m3,139700.00,L,1798.00,1798.00,real_con_conversion
F257805,257805,O009,2025-12-01,P003,Al público,6.00,m3,6000.00,L,2063.00,2063.00,real_con_conversion
F257807,257807,O009,2025-12-01,P006,Al público,3.80,m3,3800.00,L,2048.00,2048.00,real_con_conversion
F257808,257808,O009,2025-12-01,P002,Al público,37.00,m3,37000.00,L,1852.00,1852.00,real_con_conversion
F257906,257906,O007,2025-12-01,P003,Al público,807.86,m3,807860.00,L,1936.00,1936.00,real_con_conversion
F257907,257907,O007,2025-12-01,P002,Al público,107.88,m3,107880.00,L,1776.00,1776.00,real_con_conversion
