_fila_extraida,Nro Inscripción,Período,Operador,Bandera,Fecha de baja,CUIT,Tipo Negocio,Dirección,Localidad,Provincia,Producto,Canal de Comercialización,Precio sin impuestos,Precio con impuestos,Volumen,Precio surtidor,NO Movimientos,Excentos,Impuesto Combustible Líquidos,Impuesto Dióxido Carbono,Tasa Vial,tasa Municipal,Ingresos Brutos,Iva,Fondo fiduciario GNC
192780,2951,2025/09,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Gas Oil Grado 2,Al público,1031.18,1510.00,78.36,1510.00,NO,0,183.77,20.95,0,0,0,274.11,0
192781,2951,2025/09,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Nafta (común) hasta 92 Ron,Al público,1155.90,1708.00,27.81,1708.00,NO,0,230.70,14.13,0,0,0,307.27,0
192782,2951,2025/09,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Gas Oil Grado 3,Al público,1200.40,1724.00,129.91,1724.00,NO,0,183.58,20.92,0,0,0,319.09,0
192783,2951,2025/09,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Nafta (súper) entre 92 y 95 Ron,Al público,984.47,1491.00,228.35,1491.00,NO,0,230.70,14.13,0,0,0,261.70,0
193338,563,2025/09,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,GNC,Al público,577.69,699.00,94634.70,699.00,NO,0,0,0,0,0,0,121.32,10.81
193342,563,2025/09,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Nafta (súper) entre 92 y 95 Ron,Al público,1010.14,1461.57,230.37,1489.00,NO,0,230.14,14.69,0,0,0,212.13,0
193345,563,2025/09,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Gas Oil Grado 3,Al público,1191.41,1623.41,284.35,1664.00,NO,0,167.90,19.14,0,0,0,250.20,0
193346,563,2025/09,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Gas Oil Grado 2,Al público,1062.06,1475.09,280.02,1504.00,NO,0,173.02,19.22,0,0,0,223.03,0
193347,563,2025/09,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1189.92,1679.00,130.36,1727.00,NO,0,230.14,14.69,0,0,0,249.88,0
194620,6644,2025/09,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Nafta (premium) de más de 95 Ron,Al público,1204.84,1702.02,120.11,1734.00,NO,0,230.60,13.56,0,0,0,253.02,0
194621,6644,2025/09,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Gas Oil Grado 2,Al público,1074.06,1496.92,648.97,1520.00,NO,0,178.26,19.04,0,0,0,225.55,0
194623,6644,2025/09,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,GNC,Al público,545.62,672.02,150744.00,672.00,NO,0,0,0,0,0,0,114.58,11.82
194625,6644,2025/09,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Al público,1030.57,1491.18,278.79,1524.00,NO,0,230.62,13.56,0,0,0,228.88,0
194626,6644,2025/09,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Gas Oil Grado 3,Al público,1214.91,1659.27,292.37,1697.00,NO,0,170.93,18.30,0,0,0,255.15,0
194696,1907,2025/09,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Gas Oil Grado 2,Al público,1085.36,1518.00,77.04,1518.00,NO,0,183.77,20.95,0,0,0,227.93,0
194697,1907,2025/09,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Nafta (premium) de más de 95 Ron,Al público,1209.23,1708.00,47.12,1708.00,NO,0,230.70,14.13,0,0,0,253.94,0
194698,1907,2025/09,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Gas Oil Grado 3,Al público,1259.92,1729.00,70.14,1729.00,NO,0,183.58,20.92,0,0,0,264.58,0
194699,1907,2025/09,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Nafta (súper) entre 92 y 95 Ron,Al público,1021.63,1481.00,194.84,1481.00,NO,0,230.70,14.13,0,0,0,214.54,0
196360,723,2025/10,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Nafta (súper) entre 92 y 95 Ron,Al público,1246.78,1525.00,198.73,1528.00,NO,0,262.16,16.06,23.14,0,0,212.35,0
196361,723,2025/10,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,1495.78,1774.00,70.05,1774.00,NO,0,262.16,16.06,23.14,0,0,254.73,0
196362,723,2025/10,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Gas Oil Grado 3,Al público,1374.09,1702.00,38.81,1702.00,NO,0,294.34,33.56,19.08,0,0,234.47,0
196363,723,2025/10,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Gas Oil Grado 2,Al público,1281.18,1489.00,56.99,1489.00,NO,0,186.56,21.26,18.23,0,0,218.52,0
196364,723,2025/10,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,GNC,Al público,446.34,549.00,89001.00,549.00,NO,0,0,0,0,0,0,93.73,8.53
198964,9641,2025/10,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Nafta (súper) entre 92 y 95 Ron,Al público,1078.00,1583.00,24.53,1583.00,NO,0,294.09,18.02,0,0,0,226.38,0
198965,9641,2025/10,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Gas Oil Grado 2,Al público,1199.00,1659.00,36.41,1679.00,NO,0,212.75,24.25,0,0,0,251.78,0
198966,9641,2025/10,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1335.00,1894.00,5.88,1919.00,NO,0,294.09,18.02,0,0,0,280.35,0
198967,9641,2025/10,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Gas Oil Grado 3,Al público,1425.00,1932.00,15.65,1969.00,NO,0,212.75,24.25,0,0,0,299.25,0
199212,104,2025/10,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Gas Oil Grado 2,Al público,1208.48,1640.46,13.51,1649.00,NO,0,186.56,21.26,0,0,23.29,200.87,0
199213,104,2025/10,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Nafta (súper) entre 92 y 95 Ron,Al público,1114.16,1564.85,173.69,1569.00,NO,0,230.70,14.13,0,0,22.37,183.49,0
199214,104,2025/10,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Nafta (premium) de más de 95 Ron,Al público,1369.21,1857.72,96.45,1869.00,NO,0,230.70,14.13,0,0,25.66,218.02,0
199215,104,2025/10,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Gas Oil Grado 3,Al público,1420.34,1875.78,63.25,1889.00,NO,0,180.97,20.63,0,0,25.75,228.09,0
200819,683,2025/10,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Nafta (premium) de más de 95 Ron,Al público,1335.54,1860.84,35.38,1868.00,NO,0,230.70,14.13,0,0,0,222.44,0
200820,683,2025/10,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Gas Oil Grado 3,Al público,1387.44,1880.32,14.86,1887.00,NO,0,187.97,20.63,0,0,0,232.73,0
200821,683,2025/10,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Nafta (súper) entre 92 y 95 Ron,Al público,1100.97,1577.58,107.87,1583.00,NO,0,230.70,14.13,0,0,0,188.72,0
200822,683,2025/10,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Gas Oil Grado 2,Al público,1174.92,1629.48,8.49,1635.00,NO,0,186.56,21.26,0,0,0,202.77,0
201333,475,2025/10,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,GNC,Al público,478.86,589.00,115961.00,589.00,NO,0,0,0,0,0,0,0,9.24
201334,475,2025/10,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Gas Oil Grado 3,Al público,1110.10,1604.00,35.38,1627.00,NO,0,294.34,21.26,0,20.34,0,190.66,0
201335,475,2025/10,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,1161.38,1676.00,67.46,1707.00,NO,0,262.16,16.06,0,20.34,0,238.65,0
201336,475,2025/10,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Nafta (súper) entre 92 y 95 Ron,Al público,961.66,1430.00,251.32,1462.00,NO,0,262.16,16.06,0,16.76,0,196.65,0
201337,475,2025/10,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Gas Oil Grado 2,Al público,1017.35,1396.00,50.41,1421.00,NO,0,186.56,21.26,0,14.70,0,167.94,0
202006,2298,2025/10,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1256.86,1765.63,73.31,1766.00,NO,0,230.70,14.13,0,0,0,263.94,0
202007,2298,2025/10,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Gas Oil Grado 2,Al público,1103.48,1532.55,127.92,1553.00,NO,0,177.15,20.19,0,0,0,231.73,0
202008,2298,2025/10,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,GNC,Al público,726.45,879.00,136950.00,879.00,NO,0,0,0,0,0,0,152.55,0
202009,2298,2025/10,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Nafta (súper) entre 92 y 95 Ron,Al público,1040.92,1504.56,352.38,1523.00,NO,0,230.89,14.16,0,0,0,218.59,0
202010,2298,2025/10,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Gas Oil Grado 3,Al público,1247.47,1696.13,143.06,1713.00,NO,0,167.59,19.10,0,0,0,261.97,0
202011,2298,2025/10,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Kerosene,Al público,981.90,1473.00,1.60,1473.00,NO,0,255.74,29.16,0,0,0,206.20,0
202274,3978,2025/10,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Gas Oil Grado 3,Al público,1268.29,1748.90,19.84,1760.00,NO,0,180.97,20.63,0,0,12.68,266.34,0
202275,3978,2025/10,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Gas Oil Grado 2,Al público,1101.36,1551.48,45.79,1565.00,NO,0,186.56,21.26,0,0,11.01,231.28,0
202276,3978,2025/10,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Nafta (súper) entre 92 y 95 Ron,Al público,1046.79,1521.92,57.75,1547.00,NO,0,230.70,14.13,0,0,10.47,244.83,0
202277,3978,2025/10,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Nafta (premium) de más de 95 Ron,Al público,1212.43,1724.00,6.12,1740.00,NO,0,230.70,14.13,0,0,12.12,254.61,0
204031,1036,2025/10,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Al público,1037.93,1517.35,344.94,1544.00,NO,0,230.70,14.14,16.62,0,0,218.15,0
204032,1036,2025/10,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Nafta (premium) de más de 95 Ron,Al público,1225.41,1747.19,189.70,1768.00,NO,0,230.70,14.14,19.46,0,0,255.42,0
204033,1036,2025/10,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,GNC,Al público,535.04,669.00,96310.40,669.00,NO,0,0,0,8.56,0,0,5705.18,13.04
204034,1036,2025/10,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Gas Oil Grado 3,Al público,1225.35,1698.43,157.86,1711.00,NO,1,175.25,19.97,19.65,0,0,257.91,0
204035,1036,2025/10,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Gas Oil Grado 2,Al público,1069.72,1516.56,49.01,1546.00,NO,0,183.42,20.91,17.13,0,0,224.80,0
204036,1036,2025/10,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Kerosene,Al público,1051.31,1600.00,3.88,1600.00,NO,0,294.34,16.74,16.82,0,0,220.78,0
208163,719,2025/10,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Nafta (súper) entre 92 y 95 Ron,Al público,1009.04,1473.80,202.56,1491.00,NO,0,230.70,14.13,25.23,11.09,43.89,211.90,0
208164,719,2025/10,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,1212.23,1728.73,47.90,1748.00,NO,0,230.70,14.13,36.37,11.09,51.00,254.57,0
208165,719,2025/10,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,GNC,Al público,445.94,569.00,86820.00,569.00,NO,0,0,0,20.07,11.09,15.94,93.65,9.35
208166,719,2025/10,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Kerosene,Al público,905.34,1439.35,1.21,1446.00,NO,0,294.34,33.56,22.63,11.09,43.16,190.12,0
208167,719,2025/10,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Gas Oil Grado 2,Al público,1014.88,1444.67,52.83,1461.00,NO,0,186.38,21.24,25.37,11.09,42.79,213.13,0
208168,719,2025/10,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Gas Oil Grado 3,Al público,1189.39,1663.75,34.73,1668.00,NO,0,178.73,20.37,29.73,11.09,48.60,249.77,0
209245,8252,2025/10,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Gas Oil Grado 2,Al público,1148.03,1594.81,208.91,1597.00,NO,0,186.56,21.26,0,0,0,241.09,0
209247,8252,2025/10,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1282.16,1796.26,51.24,1816.00,NO,0,230.70,13.56,0,0,0,272.78,0
209249,8252,2025/10,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Gas Oil Grado 3,Al público,1119.61,1707.68,135.42,1726.00,NO,0,186.56,21.26,0,0,0,263.48,0
209250,8252,2025/10,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,GNC,Al público,652.66,799.00,59503.00,799.00,NO,0,0,0,0,0,0,137.05,9.28
209252,8252,2025/10,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Nafta (súper) entre 92 y 95 Ron,Al público,1085.09,1564.06,158.11,1576.00,NO,0,230.70,16.06,0,0,0,230.69,0
209253,8252,2025/10,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Kerosene,Al público,1048.68,1577.38,2.83,1597.00,NO,0,294.34,14.13,0,0,0,223.62,0
212095,10979,2025/10,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Nafta (súper) entre 92 y 95 Ron,Al público,1086.69,1525.00,98.19,1525.00,NO,0,197.98,12.13,0,7.61,27.17,228.20,0
212096,10979,2025/10,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1299.08,1782.00,5.16,1782.00,NO,0,197.98,12.13,0,7.71,32.48,272.80,0
212097,10979,2025/10,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Gas Oil Grado 2,Al público,1145.80,1558.00,146.97,1558.00,NO,0,154.10,17.48,0,8.02,28.65,240.62,0
212098,10979,2025/10,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Gas Oil Grado 3,Al público,1324.56,1777.00,29.15,1777.00,NO,0,156.45,17.83,0,9.27,33.11,278.16,0
213135,7672,2025/10,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Gas Oil Grado 3,Al público,1300.39,1768.70,23.89,1793.00,NO,0,172.76,19.69,0,0,0,277.78,0
213136,7672,2025/10,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,GNC,Al público,633.47,780.00,46914.80,780.00,NO,0,0,0,0,0,0,133.03,13.50
213137,7672,2025/10,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Gas Oil Grado 2,Al público,1150.49,1595.17,98.60,1620.00,NO,0,177.05,20.18,0,0,0,246.93,0
213138,7672,2025/10,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Nafta (premium) de más de 95 Ron,Al público,1310.93,1831.06,12.99,1846.00,NO,0,230.70,14.13,0,0,0,277.89,0
213139,7672,2025/10,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Al público,1081.43,1553.36,70.90,1564.00,NO,0,230.70,14.13,0,0,0,228.95,0
213365,189,2025/10,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Gas Oil Grado 2,Al público,1251.75,1705.40,36.97,1731.00,NO,0,171.27,19.52,0,0,0,345.16,0
213369,189,2025/10,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Nafta (súper) entre 92 y 95 Ron,Al público,1105.51,1582.50,113.33,1599.00,NO,0,230.70,14.13,0,0,0,2338.14,0
213371,189,2025/10,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1348.69,1876.74,16.45,1899.00,NO,0,230.70,14.13,0,0,0,779.20,0
213372,189,2025/10,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Gas Oil Grado 3,Al público,1438.17,1930.97,22.98,1959.00,NO,0,171.27,19.52,0,0,0,506.00,0
214377,4653,2025/10,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Nafta (premium) de más de 95 Ron,Al público,1353.03,1882.00,6.00,1882.00,NO,0,23.69,14.13,0,0,0,284.14,0
214378,4653,2025/10,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Gas Oil Grado 2,Al público,1190.22,1648.00,24.00,1648.00,NO,0,186.56,21.26,0,0,0,249.95,0
