fila_extraida,operador,periodo,producto,volumen_original,precio_original,motivo
59717,PEÑALVA HUMBERTO,2025/03,Gas Oil Grado 2,90344.90,1279.94,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
59718,PEÑALVA HUMBERTO,2025/03,Gas Oil Grado 3,33493.20,1494.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
59719,PEÑALVA HUMBERTO,2025/03,Nafta (premium) de más de 95 Ron,33493.20,1494.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
59720,PEÑALVA HUMBERTO,2025/03,Nafta (súper) entre 92 y 95 Ron,21377.00,1273.01,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
81528,PEÑALVA HUMBERTO,2025/04,Nafta (premium) de más de 95 Ron,10008.20,1553.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
81529,PEÑALVA HUMBERTO,2025/04,Nafta (súper) entre 92 y 95 Ron,20336.50,1294.77,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
81530,PEÑALVA HUMBERTO,2025/04,Gas Oil Grado 3,32326.70,1519.97,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
81531,PEÑALVA HUMBERTO,2025/04,Gas Oil Grado 2,95000.90,1302.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
16115,PENTAGONO DUAL SRL,2025/01,Gas Oil Grado 3,73975.10,1458.03,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
16116,PENTAGONO DUAL SRL,2025/01,Nafta (premium) de más de 95 Ron,103742.00,1488.16,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
16117,PENTAGONO DUAL SRL,2025/01,Nafta (súper) entre 92 y 95 Ron,172089.00,1208.87,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
16118,PENTAGONO DUAL SRL,2025/01,Gas Oil Grado 2,53352.90,1208.46,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
37909,PENTAGONO DUAL SRL,2025/02,Nafta (premium) de más de 95 Ron,81775.80,1519.60,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
37910,PENTAGONO DUAL SRL,2025/02,Nafta (súper) entre 92 y 95 Ron,143271.00,1239.51,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
37911,PENTAGONO DUAL SRL,2025/02,Gas Oil Grado 3,65490.20,1489.29,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
37912,PENTAGONO DUAL SRL,2025/02,Gas Oil Grado 2,48326.80,1242.96,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
59747,PENTAGONO DUAL SRL,2025/03,Nafta (premium) de más de 95 Ron,59904.30,1549.60,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
59748,PENTAGONO DUAL SRL,2025/03,Nafta (súper) entre 92 y 95 Ron,110726.00,1264.69,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
59749,PENTAGONO DUAL SRL,2025/03,Gas Oil Grado 2,59697.40,1259.25,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
59750,PENTAGONO DUAL SRL,2025/03,Gas Oil Grado 3,62626.20,1519.43,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
81558,PENTAGONO DUAL SRL,2025/04,Nafta (súper) entre 92 y 95 Ron,96249.60,1284.76,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
81559,PENTAGONO DUAL SRL,2025/04,Gas Oil Grado 2,55333.60,1284.50,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
81560,PENTAGONO DUAL SRL,2025/04,Gas Oil Grado 3,60839.80,1544.61,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
81561,PENTAGONO DUAL SRL,2025/04,Nafta (premium) de más de 95 Ron,51610.60,1574.82,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
103374,PENTAGONO DUAL SRL,2025/05,Gas Oil Grado 3,59744.00,1489.34,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
103375,PENTAGONO DUAL SRL,2025/05,Gas Oil Grado 2,55010.80,1266.29,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
103376,PENTAGONO DUAL SRL,2025/05,Nafta (súper) entre 92 y 95 Ron,93082.90,1275.60,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
103377,PENTAGONO DUAL SRL,2025/05,Nafta (premium) de más de 95 Ron,53431.80,1522.65,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
125167,PENTAGONO DUAL SRL,2025/06,Gas Oil Grado 3,55904.60,1521.06,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
125168,PENTAGONO DUAL SRL,2025/06,Gas Oil Grado 2,53884.20,1291.44,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
125169,PENTAGONO DUAL SRL,2025/06,Nafta (súper) entre 92 y 95 Ron,81533.90,1304.83,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
125170,PENTAGONO DUAL SRL,2025/06,Nafta (premium) de más de 95 Ron,46044.80,1559.59,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
146923,PENTAGONO DUAL SRL,2025/07,Nafta (súper) entre 92 y 95 Ron,92726.60,1362.45,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
146924,PENTAGONO DUAL SRL,2025/07,Nafta (premium) de más de 95 Ron,55311.10,1611.20,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
146925,PENTAGONO DUAL SRL,2025/07,Gas Oil Grado 3,58095.20,1582.90,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
146926,PENTAGONO DUAL SRL,2025/07,Gas Oil Grado 2,56491.70,1348.34,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
168534,PENTAGONO DUAL SRL,2025/08,Nafta (premium) de más de 95 Ron,55739.40,1675.58,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
168535,PENTAGONO DUAL SRL,2025/08,Gas Oil Grado 2,53622.20,1402.59,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
168536,PENTAGONO DUAL SRL,2025/08,Gas Oil Grado 3,58035.60,1637.88,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
168537,PENTAGONO DUAL SRL,2025/08,Nafta (súper) entre 92 y 95 Ron,88526.70,1408.63,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
190304,PENTAGONO DUAL SRL,2025/09,Gas Oil Grado 2,54607.10,1453.37,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
190305,PENTAGONO DUAL SRL,2025/09,Nafta (súper) entre 92 y 95 Ron,90648.80,1467.45,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
190306,PENTAGONO DUAL SRL,2025/09,Gas Oil Grado 3,59994.60,1687.14,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
190307,PENTAGONO DUAL SRL,2025/09,Nafta (premium) de más de 95 Ron,56262.40,1754.90,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
212065,PENTAGONO DUAL SRL,2025/10,Gas Oil Grado 3,65740.50,1729.69,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
212066,PENTAGONO DUAL SRL,2025/10,Nafta (súper) entre 92 y 95 Ron,97992.60,1511.32,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
212067,PENTAGONO DUAL SRL,2025/10,Nafta (premium) de más de 95 Ron,58525.30,1797.77,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
212068,PENTAGONO DUAL SRL,2025/10,Gas Oil Grado 2,53856.20,1488.02,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
233773,PENTAGONO DUAL SRL,2025/11,Gas Oil Grado 3,71346.40,1808.32,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
233774,PENTAGONO DUAL SRL,2025/11,Gas Oil Grado 2,55447.60,1539.02,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
233775,PENTAGONO DUAL SRL,2025/11,Nafta (súper) entre 92 y 95 Ron,109262.00,1577.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
233776,PENTAGONO DUAL SRL,2025/11,Nafta (premium) de más de 95 Ron,63354.10,1879.04,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
255467,PENTAGONO DUAL SRL,2025/12,Gas Oil Grado 3,73807.20,1937.69,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
255468,PENTAGONO DUAL SRL,2025/12,Nafta (premium) de más de 95 Ron,73229.60,1972.86,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
255469,PENTAGONO DUAL SRL,2025/12,Gas Oil Grado 2,59208.50,1668.61,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
255470,PENTAGONO DUAL SRL,2025/12,Nafta (súper) entre 92 y 95 Ron,116767.00,1690.88,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
212556,PETROLOBOS S.A.,2025/10,Gas Oil Grado 3,13738.00,1734.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
212557,PETROLOBOS S.A.,2025/10,Gas Oil Grado 2,32806.00,1568.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
212558,PETROLOBOS S.A.,2025/10,Nafta (súper) entre 92 y 95 Ron,22888.00,1575.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
17071,PILA COMBUSTIBLES S. A.,2025/01,Gas Oil Grado 2,6900.32,1234.10,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
256404,PILA COMBUSTIBLES S. A.,2025/12,Nafta (premium) de más de 95 Ron,71000.00,1894.66,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
17113,PLENARIS SA,2025/01,Nafta (súper) entre 92 y 95 Ron,6698.00,1019.26,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
38907,PLENARIS SA,2025/02,Nafta (súper) entre 92 y 95 Ron,6780.00,1122.88,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
60748,PLENARIS SA,2025/03,Nafta (súper) entre 92 y 95 Ron,6780.00,1122.88,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
82542,PLENARIS SA,2025/04,Nafta (súper) entre 92 y 95 Ron,6567.89,1209.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
104367,PLENARIS SA,2025/05,Nafta (súper) entre 92 y 95 Ron,5365.00,1090.56,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
126154,PLENARIS SA,2025/06,Nafta (súper) entre 92 y 95 Ron,6132.00,1124.35,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
147908,PLENARIS SA,2025/07,GNC,68029.00,1.00,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
147911,PLENARIS SA,2025/07,Nafta (súper) entre 92 y 95 Ron,7951.00,1125.76,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
169514,PLENARIS SA,2025/08,GNC,63400.00,1.00,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
191298,PLENARIS SA,2025/09,GNC,62808.00,1.00,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
213037,PLENARIS SA,2025/10,GNC,62172.00,1.00,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
213040,PLENARIS SA,2025/10,Nafta (súper) entre 92 y 95 Ron,6500.00,1209.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
234748,PLENARIS SA,2025/11,GNC,58169.00,1.00,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
234749,PLENARIS SA,2025/11,Nafta (súper) entre 92 y 95 Ron,5301.00,1209.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
256455,PLENARIS SA,2025/12,Nafta (súper) entre 92 y 95 Ron,7096.00,1209.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
17137,POCHAT CRISTIAN SIMON,2025/01,Gas Oil Grado 3,10819.30,1509.39,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
17141,POCHAT CRISTIAN SIMON,2025/01,Nafta (súper) entre 92 y 95 Ron,23768.60,1298.21,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
17142,POCHAT CRISTIAN SIMON,2025/01,Nafta (premium) de más de 95 Ron,9267.16,1541.27,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
38928,POCHAT CRISTIAN SIMON,2025/02,Nafta (súper) entre 92 y 95 Ron,19796.00,1329.29,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
38930,POCHAT CRISTIAN SIMON,2025/02,Gas Oil Grado 3,10200.60,1545.95,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
38931,POCHAT CRISTIAN SIMON,2025/02,Nafta (premium) de más de 95 Ron,7309.07,1579.78,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
60771,POCHAT CRISTIAN SIMON,2025/03,Gas Oil Grado 3,12840.70,1575.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
60772,POCHAT CRISTIAN SIMON,2025/03,Nafta (súper) entre 92 y 95 Ron,25382.40,1359.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
60775,POCHAT CRISTIAN SIMON,2025/03,Nafta (premium) de más de 95 Ron,6696.16,1612.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
82564,POCHAT CRISTIAN SIMON,2025/04,Nafta (súper) entre 92 y 95 Ron,23899.70,1378.98,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
82569,POCHAT CRISTIAN SIMON,2025/04,Gas Oil Grado 3,14513.90,1599.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
104387,POCHAT CRISTIAN SIMON,2025/05,Gas Oil Grado 3,12129.20,1539.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
104392,POCHAT CRISTIAN SIMON,2025/05,Nafta (premium) de más de 95 Ron,5988.55,1589.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
104393,POCHAT CRISTIAN SIMON,2025/05,Nafta (súper) entre 92 y 95 Ron,19409.80,1359.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
126178,POCHAT CRISTIAN SIMON,2025/06,Nafta (súper) entre 92 y 95 Ron,11270.10,1449.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
126179,POCHAT CRISTIAN SIMON,2025/06,Gas Oil Grado 3,9825.91,1629.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
147933,POCHAT CRISTIAN SIMON,2025/07,Nafta (premium) de más de 95 Ron,5752.82,1702.08,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
147934,POCHAT CRISTIAN SIMON,2025/07,Nafta (súper) entre 92 y 95 Ron,10476.60,1462.14,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
147935,POCHAT CRISTIAN SIMON,2025/07,Gas Oil Grado 3,10805.80,1655.16,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
169538,POCHAT CRISTIAN SIMON,2025/08,Nafta (súper) entre 92 y 95 Ron,10741.10,1536.48,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
169542,POCHAT CRISTIAN SIMON,2025/08,Gas Oil Grado 3,10297.00,1735.20,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
191324,POCHAT CRISTIAN SIMON,2025/09,Nafta (premium) de más de 95 Ron,6272.84,1864.41,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
191326,POCHAT CRISTIAN SIMON,2025/09,Gas Oil Grado 3,11589.00,1800.53,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
191327,POCHAT CRISTIAN SIMON,2025/09,Nafta (súper) entre 92 y 95 Ron,11083.10,1609.58,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
213062,POCHAT CRISTIAN SIMON,2025/10,Gas Oil Grado 3,12042.70,1845.13,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
213065,POCHAT CRISTIAN SIMON,2025/10,Nafta (premium) de más de 95 Ron,6259.26,1899.61,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
213067,POCHAT CRISTIAN SIMON,2025/10,Nafta (súper) entre 92 y 95 Ron,12514.10,1661.54,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
234773,POCHAT CRISTIAN SIMON,2025/11,Nafta (súper) entre 92 y 95 Ron,11356.60,1741.26,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
234774,POCHAT CRISTIAN SIMON,2025/11,Nafta (premium) de más de 95 Ron,6047.97,1972.78,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
234778,POCHAT CRISTIAN SIMON,2025/11,Gas Oil Grado 3,10328.40,1943.35,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
256479,POCHAT CRISTIAN SIMON,2025/12,Gas Oil Grado 3,10617.20,2062.98,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
256483,POCHAT CRISTIAN SIMON,2025/12,Nafta (súper) entre 92 y 95 Ron,13535.40,1822.24,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
256484,POCHAT CRISTIAN SIMON,2025/12,Nafta (premium) de más de 95 Ron,6673.13,2068.39,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
169837,PUENTE VANGUARDIA S.A.,2025/08,Gas Oil Grado 3,19431.00,1523.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
169838,PUENTE VANGUARDIA S.A.,2025/08,Gas Oil Grado 2,145721.00,1322.10,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
169839,PUENTE VANGUARDIA S.A.,2025/08,Nafta (premium) de más de 95 Ron,34393.50,1541.59,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
169840,PUENTE VANGUARDIA S.A.,2025/08,Nafta (súper) entre 92 y 95 Ron,198405.00,1349.87,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
191622,PUENTE VANGUARDIA S.A.,2025/09,Gas Oil Grado 3,21883.50,1579.83,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
191623,PUENTE VANGUARDIA S.A.,2025/09,Nafta (súper) entre 92 y 95 Ron,210386.00,1401.37,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
191624,PUENTE VANGUARDIA S.A.,2025/09,Gas Oil Grado 2,152916.00,1370.62,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
191625,PUENTE VANGUARDIA S.A.,2025/09,Nafta (premium) de más de 95 Ron,35710.10,1490.95,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
213361,PUENTE VANGUARDIA S.A.,2025/10,Nafta (súper) entre 92 y 95 Ron,225844.00,1459.38,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
213362,PUENTE VANGUARDIA S.A.,2025/10,Nafta (premium) de más de 95 Ron,35883.00,1632.23,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
213363,PUENTE VANGUARDIA S.A.,2025/10,Gas Oil Grado 3,27299.10,1636.34,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
235082,PUENTE VANGUARDIA S.A.,2025/11,Nafta (premium) de más de 95 Ron,37047.90,1710.98,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
235083,PUENTE VANGUARDIA S.A.,2025/11,Nafta (súper) entre 92 y 95 Ron,224099.00,1548.68,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
235084,PUENTE VANGUARDIA S.A.,2025/11,Gas Oil Grado 3,20959.00,1711.48,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
235085,PUENTE VANGUARDIA S.A.,2025/11,Gas Oil Grado 2,177267.00,1499.35,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
256776,PUENTE VANGUARDIA S.A.,2025/12,Nafta (premium) de más de 95 Ron,36643.00,1847.86,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
256777,PUENTE VANGUARDIA S.A.,2025/12,Gas Oil Grado 2,172757.00,1620.88,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
256778,PUENTE VANGUARDIA S.A.,2025/12,Gas Oil Grado 3,29600.00,1850.43,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
256779,PUENTE VANGUARDIA S.A.,2025/12,Nafta (súper) entre 92 y 95 Ron,245453.00,1637.73,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
17520,QUARIN Y CIA SRL,2025/01,Gas Oil Grado 3,28983.00,1437.73,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
17521,QUARIN Y CIA SRL,2025/01,Nafta (súper) entre 92 y 95 Ron,34621.00,1212.66,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
17522,QUARIN Y CIA SRL,2025/01,Nafta (premium) de más de 95 Ron,20162.00,1441.16,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
17523,QUARIN Y CIA SRL,2025/01,Gas Oil Grado 2,85261.00,1237.50,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
39310,QUARIN Y CIA SRL,2025/02,Nafta (súper) entre 92 y 95 Ron,37925.00,1248.70,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
39311,QUARIN Y CIA SRL,2025/02,Nafta (premium) de más de 95 Ron,12504.00,1483.68,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
39312,QUARIN Y CIA SRL,2025/02,Gas Oil Grado 3,28493.00,1461.62,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
39313,QUARIN Y CIA SRL,2025/02,Gas Oil Grado 2,100095.00,1250.64,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
61154,QUARIN Y CIA SRL,2025/03,Nafta (súper) entre 92 y 95 Ron,30791.80,1278.96,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
61155,QUARIN Y CIA SRL,2025/03,Gas Oil Grado 2,106116.00,1281.40,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
61156,QUARIN Y CIA SRL,2025/03,Nafta (premium) de más de 95 Ron,20978.70,1507.78,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
61157,QUARIN Y CIA SRL,2025/03,Gas Oil Grado 3,39088.50,1487.30,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
169921,QUARIN Y CIA SRL,2025/08,Gas Oil Grado 2,117392.00,1392.64,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
